BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CRASH_DATETIME,hour,day,month
QUEENS,11370.0,40.75845,-73.89348,"(40.75845, -73.89348)",1,0,Turning Improperly,4735374,Sedan,2024-06-22 21:07:00,21,5,6
QUEENS,11358.0,40.764397,-73.7902,"(40.764397, -73.7902)",0,0,Driver Inattention/Distraction,4734660,Sedan,2024-06-22 11:40:00,11,5,6
QUEENS,11413.0,40.672405,-73.75291,"(40.672405, -73.75291)",1,0,Unsafe Speed,4734702,Station Wagon/Sport Utility Vehicle,2024-06-22 20:00:00,20,5,6
QUEENS,11372.0,40.746845,-73.89144,"(40.746845, -73.89144)",1,0,Driver Inattention/Distraction,4735358,Sedan,2024-06-22 20:30:00,20,5,6
QUEENS,11106.0,40.761356,-73.935394,"(40.761356, -73.935394)",0,0,Failure to Yield Right-of-Way,4735016,Station Wagon/Sport Utility Vehicle,2024-06-22 13:02:00,13,5,6
QUEENS,11419.0,40.69324,-73.82761,"(40.69324, -73.82761)",0,0,Other Vehicular,4735101,Taxi,2024-06-22 04:40:00,4,5,6
QUEENS,11372.0,40.751034,-73.8919,"(40.751034, -73.8919)",0,0,Driver Inexperience,4735381,Sedan,2024-06-22 22:00:00,22,5,6
QUEENS,11367.0,40.71991,-73.809044,"(40.71991, -73.809044)",1,0,Driver Inattention/Distraction,4734852,Sedan,2024-06-22 14:15:00,14,5,6
QUEENS,11422.0,40.663948,-73.738235,"(40.663948, -73.738235)",0,0,Unspecified,4734951,Sedan,2024-06-22 15:00:00,15,5,6
QUEENS,11429.0,40.709362,-73.74377,"(40.709362, -73.74377)",1,0,Unspecified,4735349,Sedan,2024-06-22 12:40:00,12,5,6
QUEENS,11378.0,40.72203,-73.89322,"(40.72203, -73.89322)",1,0,Driver Inattention/Distraction,4735040,Station Wagon/Sport Utility Vehicle,2024-06-22 03:56:00,3,5,6
QUEENS,11101.0,40.747776,-73.94749,"(40.747776, -73.94749)",1,0,Lost Consciousness,4735024,Sedan,2024-06-22 05:11:00,5,5,6
QUEENS,11434.0,40.68999,-73.78327,"(40.68999, -73.78327)",1,0,Turning Improperly,4735083,Sedan,2024-06-22 18:15:00,18,5,6
QUEENS,11694.0,40.576935,-73.85841,"(40.576935, -73.85841)",1,0,Pavement Slippery,4735621,Station Wagon/Sport Utility Vehicle,2024-06-22 22:30:00,22,5,6
QUEENS,11368.0,40.746178,-73.86619,"(40.746178, -73.86619)",1,0,Unspecified,4735675,Pick-up Truck,2024-06-22 04:45:00,4,5,6
QUEENS,11373.0,40.735497,-73.869705,"(40.735497, -73.869705)",0,0,Following Too Closely,4735606,Station Wagon/Sport Utility Vehicle,2024-06-22 04:52:00,4,5,6
QUEENS,11423.0,40.713306,-73.77438,"(40.713306, -73.77438)",2,0,Unspecified,4735617,Sedan,2024-06-22 20:10:00,20,5,6
QUEENS,11694.0,40.582893,-73.8188,"(40.582893, -73.8188)",1,0,Other Vehicular,4735887,Station Wagon/Sport Utility Vehicle,2024-06-22 21:10:00,21,5,6
QUEENS,11412.0,40.6934,-73.75602,"(40.6934, -73.75602)",1,0,Traffic Control Disregarded,4735751,Motorcycle,2024-06-22 01:38:00,1,5,6
QUEENS,11385.0,40.701244,-73.90811,"(40.701244, -73.90811)",0,0,Passing Too Closely,4736074,Garbage or Refuse,2024-06-22 04:29:00,4,5,6
QUEENS,11692.0,40.59449,-73.788086,"(40.59449, -73.788086)",0,0,Alcohol Involvement,4736077,Sedan,2024-06-22 02:07:00,2,5,6
QUEENS,11106.0,40.75412,-73.92955,"(40.75412, -73.92955)",5,0,Traffic Control Disregarded,4736911,Sedan,2024-06-22 14:52:00,14,5,6
QUEENS,11434.0,40.684956,-73.762886,"(40.684956, -73.762886)",1,0,Driver Inattention/Distraction,4736496,Station Wagon/Sport Utility Vehicle,2024-06-22 16:23:00,16,5,6
QUEENS,11693.0,40.587368,-73.81939,"(40.587368, -73.81939)",0,0,Following Too Closely,4736693,Station Wagon/Sport Utility Vehicle,2024-06-22 16:30:00,16,5,6
QUEENS,11367.0,40.73029,-73.81606,"(40.73029, -73.81606)",0,0,Unspecified,4737163,Sedan,2024-06-22 20:50:00,20,5,6
QUEENS,11104.0,40.749405,-73.917915,"(40.749405, -73.917915)",0,0,Driver Inattention/Distraction,4737296,Station Wagon/Sport Utility Vehicle,2024-06-22 17:30:00,17,5,6
QUEENS,11693.0,40.587276,-73.81327,"(40.587276, -73.81327)",0,0,Passing Too Closely,4737302,Station Wagon/Sport Utility Vehicle,2024-06-22 17:25:00,17,5,6
QUEENS,11428.0,40.72594,-73.734634,"(40.72594, -73.734634)",0,0,Unspecified,4738188,Station Wagon/Sport Utility Vehicle,2024-06-22 18:00:00,18,5,6
QUEENS,11101.0,40.755386,-73.94593,"(40.755386, -73.94593)",0,0,Passing or Lane Usage Improper,4739398,Pick-up Truck,2024-06-22 11:00:00,11,5,6
QUEENS,11372.0,40.753662,-73.87649,"(40.753662, -73.87649)",0,0,Driver Inattention/Distraction,4735609,Sedan,2024-06-23 13:00:00,13,6,6
QUEENS,11104.0,40.740173,-73.926926,"(40.740173, -73.926926)",0,0,Following Too Closely,4735033,Sedan,2024-06-23 02:44:00,2,6,6
QUEENS,11414.0,40.655293,-73.84281,"(40.655293, -73.84281)",1,0,Failure to Yield Right-of-Way,4735046,Station Wagon/Sport Utility Vehicle,2024-06-23 13:30:00,13,6,6
QUEENS,11369.0,40.760723,-73.872086,"(40.760723, -73.872086)",1,0,Unspecified,4735375,Station Wagon/Sport Utility Vehicle,2024-06-23 13:22:00,13,6,6
QUEENS,11368.0,40.7474,-73.85355,"(40.7474, -73.85355)",1,0,Backing Unsafely,4735115,Station Wagon/Sport Utility Vehicle,2024-06-23 21:25:00,21,6,6
QUEENS,11420.0,40.673676,-73.81698,"(40.673676, -73.81698)",1,0,Unspecified,4735052,Sedan,2024-06-23 11:45:00,11,6,6
QUEENS,11375.0,40.71512,-73.83224,"(40.71512, -73.83224)",0,0,Passing or Lane Usage Improper,4735147,Station Wagon/Sport Utility Vehicle,2024-06-23 21:19:00,21,6,6
QUEENS,11416.0,40.68424,-73.8461,"(40.68424, -73.8461)",1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4735092,E-Bike,2024-06-23 12:55:00,12,6,6
QUEENS,11385.0,40.70832,-73.90144,"(40.70832, -73.90144)",1,0,Passing or Lane Usage Improper,4735063,E-Bike,2024-06-23 13:08:00,13,6,6
QUEENS,11101.0,40.744026,-73.92616,"(40.744026, -73.92616)",0,0,Driver Inattention/Distraction,4735020,Station Wagon/Sport Utility Vehicle,2024-06-23 04:18:00,4,6,6
QUEENS,11385.0,40.701965,-73.8805,"(40.701965, -73.8805)",1,0,Driver Inattention/Distraction,4735421,Station Wagon/Sport Utility Vehicle,2024-06-23 19:30:00,19,6,6
QUEENS,11368.0,40.749374,-73.86752,"(40.749374, -73.86752)",2,0,Other Vehicular,4735114,Station Wagon/Sport Utility Vehicle,2024-06-23 19:00:00,19,6,6
QUEENS,11373.0,40.739197,-73.86873,"(40.739197, -73.86873)",1,0,Unspecified,4734949,Sedan,2024-06-23 18:12:00,18,6,6
QUEENS,11385.0,40.701683,-73.90885,"(40.701683, -73.90885)",1,0,Driver Inattention/Distraction,4735109,Taxi,2024-06-23 13:10:00,13,6,6
QUEENS,11372.0,40.755753,-73.883514,"(40.755753, -73.883514)",0,0,Driver Inexperience,4735331,Sedan,2024-06-23 00:00:00,0,6,6
QUEENS,11412.0,40.69849,-73.7605,"(40.69849, -73.7605)",1,0,Unsafe Speed,4735064,Sedan,2024-06-23 06:15:00,6,6,6
QUEENS,11414.0,40.64912,-73.837395,"(40.64912, -73.837395)",0,0,Passing or Lane Usage Improper,4735414,Sedan,2024-06-23 17:00:00,17,6,6
QUEENS,11354.0,40.7731,-73.84566,"(40.7731, -73.84566)",2,0,Other Vehicular,4735566,Sedan,2024-06-23 16:16:00,16,6,6
QUEENS,11412.0,40.69931,-73.75736,"(40.69931, -73.75736)",0,0,Passing or Lane Usage Improper,4735059,Sedan,2024-06-23 05:00:00,5,6,6
QUEENS,11373.0,40.74245,-73.87238,"(40.74245, -73.87238)",0,0,Unspecified,4734880,Sedan,2024-06-23 04:00:00,4,6,6
QUEENS,11355.0,40.76147,-73.818085,"(40.76147, -73.818085)",0,0,Other Vehicular,4735298,Sedan,2024-06-23 12:00:00,12,6,6
QUEENS,11101.0,40.73463,-73.93723,"(40.73463, -73.93723)",0,0,Driver Inexperience,4735026,Station Wagon/Sport Utility Vehicle,2024-06-23 05:30:00,5,6,6
QUEENS,11421.0,40.690514,-73.857414,"(40.690514, -73.857414)",0,0,Driver Inattention/Distraction,4735047,Sedan,2024-06-23 10:34:00,10,6,6
QUEENS,11419.0,40.68804,-73.83275,"(40.68804, -73.83275)",4,0,Traffic Control Disregarded,4735056,Station Wagon/Sport Utility Vehicle,2024-06-23 11:00:00,11,6,6
QUEENS,11413.0,40.659737,-73.76382,"(40.659737, -73.76382)",0,0,Unsafe Speed,4734879,Station Wagon/Sport Utility Vehicle,2024-06-23 04:45:00,4,6,6
QUEENS,11436.0,40.683357,-73.79726,"(40.683357, -73.79726)",0,0,Driver Inattention/Distraction,4735754,Sedan,2024-06-23 00:00:00,0,6,6
QUEENS,11427.0,40.73749,-73.73861,"(40.73749, -73.73861)",1,0,Unsafe Speed,4735952,Moped,2024-06-23 23:43:00,23,6,6
QUEENS,11692.0,40.5915,-73.79799,"(40.5915, -73.79799)",0,0,Unspecified,4736028,Station Wagon/Sport Utility Vehicle,2024-06-23 21:00:00,21,6,6
QUEENS,11004.0,40.739338,-73.7081,"(40.739338, -73.7081)",0,0,Unspecified,4736179,Sedan,2024-06-23 10:30:00,10,6,6
QUEENS,11434.0,40.686684,-73.78767,"(40.686684, -73.78767)",0,0,Driver Inattention/Distraction,4736945,Sedan,2024-06-23 05:00:00,5,6,6
QUEENS,11693.0,40.604523,-73.821106,"(40.604523, -73.821106)",0,0,Backing Unsafely,4736694,Sedan,2024-06-23 17:38:00,17,6,6
QUEENS,11433.0,40.696724,-73.78925,"(40.696724, -73.78925)",1,0,Driver Inattention/Distraction,4736793,Sedan,2024-06-23 19:10:00,19,6,6
QUEENS,11367.0,40.72526,-73.82662,"(40.72526, -73.82662)",0,0,Driver Inattention/Distraction,4736559,Sedan,2024-06-23 07:30:00,7,6,6
QUEENS,11105.0,40.771328,-73.90391,"(40.771328, -73.90391)",1,0,Other Vehicular,4737258,Bike,2024-06-23 18:55:00,18,6,6
QUEENS,11373.0,40.738853,-73.8884,"(40.738853, -73.8884)",1,0,Passing or Lane Usage Improper,4737889,E-Bike,2024-06-23 07:40:00,7,6,6
QUEENS,11697.0,40.560757,-73.91044,"(40.560757, -73.91044)",1,0,Driver Inattention/Distraction,4738157,Bike,2024-06-23 00:00:00,0,6,6
QUEENS,11354.0,40.77441,-73.84542,"(40.77441, -73.84542)",0,0,Passing Too Closely,4738362,Sedan,2024-06-23 18:30:00,18,6,6
QUEENS,11101.0,40.756874,-73.94436,"(40.756874, -73.94436)",1,0,Failure to Yield Right-of-Way,4739403,Bike,2024-06-23 21:25:00,21,6,6
QUEENS,11423.0,0.0,0.0,"(0.0, 0.0)",0,0,Driver Inexperience,4740185,Station Wagon/Sport Utility Vehicle,2024-06-23 19:55:00,19,6,6
QUEENS,11355.0,40.751858,-73.82637,"(40.751858, -73.82637)",1,0,Failure to Yield Right-of-Way,4735307,Pick-up Truck,2024-06-24 14:47:00,14,0,6
QUEENS,11101.0,40.74135,-73.937096,"(40.74135, -73.937096)",0,0,Driver Inattention/Distraction,4735400,Sedan,2024-06-24 15:00:00,15,0,6
QUEENS,11377.0,40.753708,-73.907936,"(40.753708, -73.907936)",1,0,Unsafe Speed,4735012,Sedan,2024-06-24 01:04:00,1,0,6
QUEENS,11372.0,40.747135,-73.89242,"(40.747135, -73.89242)",0,0,Driver Inattention/Distraction,4735611,Station Wagon/Sport Utility Vehicle,2024-06-24 22:30:00,22,0,6
QUEENS,11435.0,40.697796,-73.80814,"(40.697796, -73.80814)",1,0,Driver Inattention/Distraction,4735340,Sedan,2024-06-24 15:30:00,15,0,6
QUEENS,11418.0,40.701565,-73.82764,"(40.701565, -73.82764)",2,0,Driver Inattention/Distraction,4735237,Sedan,2024-06-24 07:30:00,7,0,6
QUEENS,11368.0,40.755997,-73.8634,"(40.755997, -73.8634)",1,0,Failure to Yield Right-of-Way,4735376,Station Wagon/Sport Utility Vehicle,2024-06-24 18:10:00,18,0,6
QUEENS,11369.0,40.763016,-73.87334,"(40.763016, -73.87334)",0,0,Driver Inattention/Distraction,4735632,Sedan,2024-06-24 19:54:00,19,0,6
QUEENS,11366.0,40.727802,-73.80516,"(40.727802, -73.80516)",1,0,Unspecified,4735582,Sedan,2024-06-24 23:30:00,23,0,6
QUEENS,11375.0,40.728954,-73.847565,"(40.728954, -73.847565)",0,0,Driver Inattention/Distraction,4735435,Sedan,2024-06-24 14:55:00,14,0,6
QUEENS,11365.0,40.738396,-73.79462,"(40.738396, -73.79462)",1,0,Other Vehicular,4735584,Sedan,2024-06-24 11:40:00,11,0,6
QUEENS,11423.0,40.70853,-73.765884,"(40.70853, -73.765884)",0,0,Driver Inattention/Distraction,4735512,Sedan,2024-06-24 23:30:00,23,0,6
QUEENS,11358.0,40.764393,-73.787605,"(40.764393, -73.787605)",1,0,Unspecified,4735761,Station Wagon/Sport Utility Vehicle,2024-06-24 20:50:00,20,0,6
QUEENS,11358.0,40.75838,-73.799545,"(40.75838, -73.799545)",1,0,Backing Unsafely,4735401,Station Wagon/Sport Utility Vehicle,2024-06-24 11:50:00,11,0,6
QUEENS,11377.0,40.74128,-73.90257,"(40.74128, -73.90257)",2,0,Alcohol Involvement,4735168,Motorbike,2024-06-24 03:50:00,3,0,6
QUEENS,11418.0,40.7011,-73.84157,"(40.7011, -73.84157)",0,0,Driver Inattention/Distraction,4735409,Station Wagon/Sport Utility Vehicle,2024-06-24 11:15:00,11,0,6
QUEENS,11369.0,40.759895,-73.87982,"(40.759895, -73.87982)",0,0,Tire Failure/Inadequate,4735338,Pick-up Truck,2024-06-24 01:02:00,1,0,6
QUEENS,11104.0,40.743263,-73.91964,"(40.743263, -73.91964)",1,0,Unspecified,4735404,Sedan,2024-06-24 21:15:00,21,0,6
QUEENS,11369.0,40.7666,-73.86838,"(40.7666, -73.86838)",0,0,Unspecified,4735477,Sedan,2024-06-24 18:00:00,18,0,6
QUEENS,11413.0,40.66663,-73.759346,"(40.66663, -73.759346)",0,0,Driver Inexperience,4735759,Sedan,2024-06-24 00:20:00,0,0,6
QUEENS,11357.0,40.77831,-73.82149,"(40.77831, -73.82149)",1,0,Passing or Lane Usage Improper,4735306,Sedan,2024-06-24 13:30:00,13,0,6
QUEENS,11364.0,40.731777,-73.77012,"(40.731777, -73.77012)",1,0,Following Too Closely,4735347,Sedan,2024-06-24 08:30:00,8,0,6
QUEENS,11385.0,40.705624,-73.90695,"(40.705624, -73.90695)",1,0,Unspecified,4735648,Motorcycle,2024-06-24 11:35:00,11,0,6
QUEENS,11432.0,40.712284,-73.78536,"(40.712284, -73.78536)",0,0,Driver Inattention/Distraction,4735345,Station Wagon/Sport Utility Vehicle,2024-06-24 13:30:00,13,0,6
QUEENS,11354.0,40.76465,-73.823494,"(40.76465, -73.823494)",0,0,Turning Improperly,4735300,Station Wagon/Sport Utility Vehicle,2024-06-24 01:38:00,1,0,6
QUEENS,11377.0,40.7476,-73.904274,"(40.7476, -73.904274)",1,0,Driver Inattention/Distraction,4735402,Sedan,2024-06-24 14:08:00,14,0,6
QUEENS,11692.0,40.5919,-73.8006,"(40.5919, -73.8006)",0,0,Driver Inattention/Distraction,4735622,Sedan,2024-06-24 08:10:00,8,0,6
QUEENS,11101.0,40.751972,-73.93197,"(40.751972, -73.93197)",2,0,Traffic Control Disregarded,4735501,Sedan,2024-06-24 13:06:00,13,0,6
QUEENS,11418.0,40.695415,-73.84016,"(40.695415, -73.84016)",1,0,Following Too Closely,4735417,Sedan,2024-06-24 18:14:00,18,0,6
QUEENS,11412.0,40.706036,-73.76892,"(40.706036, -73.76892)",0,0,Driver Inattention/Distraction,4735143,Sedan,2024-06-24 01:20:00,1,0,6
QUEENS,11374.0,40.73175,-73.8562,"(40.73175, -73.8562)",0,0,Unspecified,4735438,Sedan,2024-06-24 17:17:00,17,0,6
QUEENS,11105.0,40.77575,-73.91017,"(40.77575, -73.91017)",2,0,Backing Unsafely,4735821,Station Wagon/Sport Utility Vehicle,2024-06-24 11:40:00,11,0,6
QUEENS,11419.0,40.68605,-73.831726,"(40.68605, -73.831726)",3,0,Failure to Yield Right-of-Way,4735413,Fire Truck,2024-06-24 17:03:00,17,0,6
QUEENS,11423.0,40.711517,-73.76953,"(40.711517, -73.76953)",1,0,Driver Inattention/Distraction,4735341,Station Wagon/Sport Utility Vehicle,2024-06-24 18:25:00,18,0,6
QUEENS,11106.0,40.761223,-73.9238,"(40.761223, -73.9238)",1,0,Alcohol Involvement,4735503,Sedan,2024-06-24 05:57:00,5,0,6
QUEENS,11368.0,40.738705,-73.857956,"(40.738705, -73.857956)",1,0,Unspecified,4735607,Sedan,2024-06-24 10:54:00,10,0,6
QUEENS,11435.0,40.69442,-73.8103,"(40.69442, -73.8103)",1,0,Driver Inattention/Distraction,4735245,Station Wagon/Sport Utility Vehicle,2024-06-24 04:45:00,4,0,6
QUEENS,11413.0,40.66663,-73.75934,"(40.66663, -73.75934)",0,0,Driver Inattention/Distraction,4735153,Station Wagon/Sport Utility Vehicle,2024-06-24 00:20:00,0,0,6
QUEENS,11415.0,40.7106,-73.82773,"(40.7106, -73.82773)",2,0,Passing or Lane Usage Improper,4735406,Sedan,2024-06-24 09:10:00,9,0,6
QUEENS,11385.0,40.70559,-73.85824,"(40.70559, -73.85824)",0,0,Following Too Closely,4735418,Bus,2024-06-24 15:10:00,15,0,6
QUEENS,11370.0,40.759357,-73.8849,"(40.759357, -73.8849)",0,0,Driver Inattention/Distraction,4735362,Sedan,2024-06-24 10:27:00,10,0,6
QUEENS,11379.0,40.712234,-73.88761,"(40.712234, -73.88761)",0,0,Failure to Yield Right-of-Way,4735481,Station Wagon/Sport Utility Vehicle,2024-06-24 15:00:00,15,0,6
QUEENS,11375.0,40.709873,-73.847244,"(40.709873, -73.847244)",0,0,Driver Inattention/Distraction,4735437,Sedan,2024-06-24 17:00:00,17,0,6
QUEENS,11378.0,40.716763,-73.90755,"(40.716763, -73.90755)",0,0,Turning Improperly,4736243,Station Wagon/Sport Utility Vehicle,2024-06-24 12:40:00,12,0,6
QUEENS,11378.0,40.72906,-73.89598,"(40.72906, -73.89598)",0,0,Driver Inexperience,4736932,Station Wagon/Sport Utility Vehicle,2024-06-24 18:50:00,18,0,6
QUEENS,11379.0,40.713158,-73.87481,"(40.713158, -73.87481)",0,0,Unspecified,4736954,Sedan,2024-06-24 15:00:00,15,0,6
QUEENS,11422.0,40.66096,-73.731476,"(40.66096, -73.731476)",2,0,Failure to Yield Right-of-Way,4736525,Station Wagon/Sport Utility Vehicle,2024-06-24 10:40:00,10,0,6
QUEENS,11435.0,40.70188,-73.80553,"(40.70188, -73.80553)",0,0,Unspecified,4736792,Sedan,2024-06-24 10:00:00,10,0,6
QUEENS,11378.0,40.72299,-73.91069,"(40.72299, -73.91069)",0,0,Passing or Lane Usage Improper,4737041,Sedan,2024-06-24 13:00:00,13,0,6
QUEENS,11419.0,40.69074,-73.82738,"(40.69074, -73.82738)",0,0,Driver Inattention/Distraction,4737203,Sedan,2024-06-24 16:00:00,16,0,6
QUEENS,11418.0,40.70451,-73.81776,"(40.70451, -73.81776)",0,0,Driver Inattention/Distraction,4737283,Sedan,2024-06-24 16:00:00,16,0,6
QUEENS,11356.0,40.78015,-73.84511,"(40.78015, -73.84511)",0,0,Unspecified,4737277,Station Wagon/Sport Utility Vehicle,2024-06-24 18:15:00,18,0,6
QUEENS,11432.0,40.706654,-73.79803,"(40.706654, -73.79803)",2,0,Backing Unsafely,4738221,Sedan,2024-06-24 19:44:00,19,0,6
QUEENS,11428.0,40.71514,-73.74937,"(40.71514, -73.74937)",1,0,Driver Inattention/Distraction,4738787,Bike,2024-06-24 12:05:00,12,0,6
QUEENS,11102.0,40.76573,-73.926445,"(40.76573, -73.926445)",1,0,Driver Inattention/Distraction,4739528,Bike,2024-06-24 16:30:00,16,0,6
QUEENS,11374.0,40.717,-73.860794,"(40.717, -73.860794)",0,0,Driver Inattention/Distraction,4739964,Station Wagon/Sport Utility Vehicle,2024-06-24 13:27:00,13,0,6
QUEENS,11368.0,40.744934,-73.86792,"(40.744934, -73.86792)",1,0,Driver Inattention/Distraction,4735676,Sedan,2024-06-25 22:25:00,22,1,6
QUEENS,11421.0,40.689133,-73.86508,"(40.689133, -73.86508)",0,0,Following Too Closely,4735657,Sedan,2024-06-25 14:03:00,14,1,6
QUEENS,11691.0,40.600044,-73.756256,"(40.600044, -73.756256)",0,0,Passing or Lane Usage Improper,4735778,Station Wagon/Sport Utility Vehicle,2024-06-25 23:30:00,23,1,6
QUEENS,11693.0,40.58643,-73.81775,"(40.58643, -73.81775)",2,0,Unsafe Speed,4735624,Station Wagon/Sport Utility Vehicle,2024-06-25 17:15:00,17,1,6
QUEENS,11004.0,40.74709,-73.71185,"(40.74709, -73.71185)",1,0,Driver Inattention/Distraction,4735727,Sedan,2024-06-25 10:45:00,10,1,6
QUEENS,11423.0,40.72106,-73.75945,"(40.72106, -73.75945)",2,0,Unspecified,4735587,Station Wagon/Sport Utility Vehicle,2024-06-25 06:50:00,6,1,6
QUEENS,11378.0,40.721844,-73.90444,"(40.721844, -73.90444)",0,0,Passing Too Closely,4735822,Station Wagon/Sport Utility Vehicle,2024-06-25 12:45:00,12,1,6
QUEENS,11421.0,40.693264,-73.85324,"(40.693264, -73.85324)",0,0,Unspecified,4735682,Sedan,2024-06-25 16:30:00,16,1,6
QUEENS,11362.0,40.761894,-73.72916,"(40.761894, -73.72916)",0,0,Aggressive Driving/Road Rage,4735760,Station Wagon/Sport Utility Vehicle,2024-06-25 07:05:00,7,1,6
QUEENS,11423.0,40.7251,-73.77542,"(40.7251, -73.77542)",0,0,Driver Inattention/Distraction,4735633,Station Wagon/Sport Utility Vehicle,2024-06-25 17:45:00,17,1,6
QUEENS,11385.0,40.702404,-73.90337,"(40.702404, -73.90337)",1,0,Unsafe Speed,4736070,E-Scooter,2024-06-25 18:30:00,18,1,6
QUEENS,11385.0,40.70287,-73.885185,"(40.70287, -73.885185)",0,0,Driver Inexperience,4735706,Station Wagon/Sport Utility Vehicle,2024-06-25 20:45:00,20,1,6
QUEENS,11375.0,40.71513,-73.83055,"(40.71513, -73.83055)",0,0,Driver Inattention/Distraction,4735575,Sedan,2024-06-25 11:54:00,11,1,6
QUEENS,11377.0,40.749943,-73.899124,"(40.749943, -73.899124)",1,0,Driver Inattention/Distraction,4735654,Sedan,2024-06-25 21:00:00,21,1,6
QUEENS,11368.0,40.75531,-73.869934,"(40.75531, -73.869934)",1,0,Driver Inattention/Distraction,4735946,Sedan,2024-06-25 22:26:00,22,1,6
QUEENS,11412.0,40.70882,-73.751854,"(40.70882, -73.751854)",1,0,Driver Inattention/Distraction,4735616,Sedan,2024-06-25 17:30:00,17,1,6
QUEENS,11375.0,40.720947,-73.85708,"(40.720947, -73.85708)",4,0,Driver Inattention/Distraction,4735771,Van,2024-06-25 19:53:00,19,1,6
QUEENS,11422.0,40.67672,-73.72773,"(40.67672, -73.72773)",3,0,Unspecified,4735710,Station Wagon/Sport Utility Vehicle,2024-06-25 07:20:00,7,1,6
QUEENS,11379.0,40.72466,-73.88577,"(40.72466, -73.88577)",0,0,Unspecified,4736244,Sedan,2024-06-25 15:20:00,15,1,6
QUEENS,11372.0,40.75546,-73.88631,"(40.75546, -73.88631)",0,0,Obstruction/Debris,4735478,Station Wagon/Sport Utility Vehicle,2024-06-25 08:50:00,8,1,6
QUEENS,11369.0,40.761425,-73.86053,"(40.761425, -73.86053)",1,0,Driver Inattention/Distraction,4735664,Sedan,2024-06-25 18:40:00,18,1,6
QUEENS,11434.0,40.666454,-73.78413,"(40.666454, -73.78413)",0,0,Passing or Lane Usage Improper,4735712,Van,2024-06-25 13:35:00,13,1,6
QUEENS,11692.0,40.589138,-73.8053,"(40.589138, -73.8053)",1,0,Driver Inattention/Distraction,4735628,Sedan,2024-06-25 07:25:00,7,1,6
QUEENS,11430.0,40.66615,-73.80575,"(40.66615, -73.80575)",1,0,Unsafe Lane Changing,4735653,Taxi,2024-06-25 22:30:00,22,1,6
QUEENS,11421.0,40.69631,-73.851555,"(40.69631, -73.851555)",2,0,Failure to Yield Right-of-Way,4735786,Station Wagon/Sport Utility Vehicle,2024-06-25 12:00:00,12,1,6
QUEENS,11101.0,40.759754,-73.94183,"(40.759754, -73.94183)",0,0,Unspecified,4735647,Sedan,2024-06-25 22:40:00,22,1,6
QUEENS,11357.0,40.777447,-73.812546,"(40.777447, -73.812546)",1,0,Passing Too Closely,4735612,Motorcycle,2024-06-25 16:24:00,16,1,6
QUEENS,11355.0,40.75887,-73.82064,"(40.75887, -73.82064)",0,0,Failure to Yield Right-of-Way,4735740,Sedan,2024-06-25 11:30:00,11,1,6
QUEENS,11379.0,40.727,-73.880806,"(40.727, -73.880806)",1,0,Following Too Closely,4736073,Sedan,2024-06-25 00:00:00,0,1,6
QUEENS,11370.0,40.76256,-73.88855,"(40.76256, -73.88855)",1,0,Driver Inattention/Distraction,4735479,Sedan,2024-06-25 09:33:00,9,1,6
QUEENS,11434.0,40.692455,-73.76814,"(40.692455, -73.76814)",0,0,Turning Improperly,4735763,Station Wagon/Sport Utility Vehicle,2024-06-25 07:50:00,7,1,6
QUEENS,11377.0,40.753006,-73.90984,"(40.753006, -73.90984)",1,0,Driver Inattention/Distraction,4736167,E-Scooter,2024-06-25 00:37:00,0,1,6
QUEENS,11358.0,40.752613,-73.7923,"(40.752613, -73.7923)",0,0,Driver Inattention/Distraction,4735658,Station Wagon/Sport Utility Vehicle,2024-06-25 22:35:00,22,1,6
QUEENS,11427.0,40.728497,-73.746864,"(40.728497, -73.746864)",0,0,Unspecified,4735703,Sedan,2024-06-25 18:45:00,18,1,6
QUEENS,11433.0,40.70197,-73.8019,"(40.70197, -73.8019)",1,0,Unspecified,4735847,Station Wagon/Sport Utility Vehicle,2024-06-25 07:00:00,7,1,6
QUEENS,11427.0,40.72781,-73.74985,"(40.72781, -73.74985)",0,0,Driver Inattention/Distraction,4736810,Station Wagon/Sport Utility Vehicle,2024-06-25 07:00:00,7,1,6
QUEENS,11106.0,40.76341,-73.92421,"(40.76341, -73.92421)",0,0,Aggressive Driving/Road Rage,4736912,Sedan,2024-06-25 04:00:00,4,1,6
QUEENS,11237.0,40.705627,-73.91552,"(40.705627, -73.91552)",1,0,Driver Inexperience,4736956,Station Wagon/Sport Utility Vehicle,2024-06-25 06:49:00,6,1,6
QUEENS,11432.0,40.70731,-73.804245,"(40.70731, -73.804245)",0,0,Driver Inattention/Distraction,4736806,Station Wagon/Sport Utility Vehicle,2024-06-25 14:20:00,14,1,6
QUEENS,11433.0,40.7055,-73.78886,"(40.7055, -73.78886)",3,0,Driver Inattention/Distraction,4736804,Sedan,2024-06-25 18:55:00,18,1,6
QUEENS,11106.0,40.7597,-73.93696,"(40.7597, -73.93696)",0,0,Driver Inattention/Distraction,4736915,Sedan,2024-06-25 12:15:00,12,1,6
