BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CRASH_DATETIME,hour,day,month
QUEENS,11365.0,40.736984,-73.78162,"(40.736984, -73.78162)",0,0,Unspecified,4692683,Sedan,2024-01-04 10:00:00,10,3,1
QUEENS,11368.0,40.753315,-73.85928,"(40.753315, -73.85928)",2,0,Tinted Windows,4692662,Sedan,2024-01-04 14:28:00,14,3,1
QUEENS,11104.0,40.747105,-73.92266,"(40.747105, -73.92266)",0,0,Driver Inattention/Distraction,4692760,Sedan,2024-01-04 14:30:00,14,3,1
QUEENS,11416.0,40.683434,-73.8475,"(40.683434, -73.8475)",0,0,Backing Unsafely,4693409,Station Wagon/Sport Utility Vehicle,2024-01-04 14:00:00,14,3,1
QUEENS,11368.0,40.755997,-73.8634,"(40.755997, -73.8634)",1,0,Driver Inattention/Distraction,4693038,Sedan,2024-01-04 17:59:00,17,3,1
QUEENS,11691.0,40.598198,-73.765594,"(40.598198, -73.765594)",0,0,Unspecified,4692878,Station Wagon/Sport Utility Vehicle,2024-01-04 20:19:00,20,3,1
QUEENS,11377.0,40.745453,-73.89617,"(40.745453, -73.89617)",0,0,Unspecified,4693382,Sedan,2024-01-04 09:00:00,9,3,1
QUEENS,11435.0,40.70824,-73.818085,"(40.70824, -73.818085)",0,0,Driver Inattention/Distraction,4692682,Station Wagon/Sport Utility Vehicle,2024-01-04 11:55:00,11,3,1
QUEENS,11354.0,40.76242,-73.82752,"(40.76242, -73.82752)",0,0,Passing or Lane Usage Improper,4692813,Station Wagon/Sport Utility Vehicle,2024-01-04 13:35:00,13,3,1
QUEENS,11377.0,40.74668,-73.90072,"(40.74668, -73.90072)",1,0,Driver Inattention/Distraction,4692795,Station Wagon/Sport Utility Vehicle,2024-01-04 02:00:00,2,3,1
QUEENS,11373.0,40.734657,-73.86482,"(40.734657, -73.86482)",1,0,Failure to Yield Right-of-Way,4692810,Sedan,2024-01-04 14:00:00,14,3,1
QUEENS,11429.0,40.715004,-73.73674,"(40.715004, -73.73674)",0,0,Unspecified,4692838,Sedan,2024-01-04 17:30:00,17,3,1
QUEENS,11370.0,40.77032,-73.89469,"(40.77032, -73.89469)",1,0,Following Too Closely,4692785,Sedan,2024-01-04 06:15:00,6,3,1
QUEENS,11432.0,40.71035,-73.7939,"(40.71035, -73.7939)",0,0,Unspecified,4692686,Sedan,2024-01-04 16:50:00,16,3,1
QUEENS,11375.0,40.71958,-73.83978,"(40.71958, -73.83978)",0,0,Unspecified,4692828,Sedan,2024-01-04 08:30:00,8,3,1
QUEENS,11372.0,40.751396,-73.888405,"(40.751396, -73.888405)",1,0,Failure to Yield Right-of-Way,4692701,Sedan,2024-01-04 20:07:00,20,3,1
QUEENS,11385.0,40.70483,-73.902664,"(40.70483, -73.902664)",0,0,Driver Inattention/Distraction,4693247,Station Wagon/Sport Utility Vehicle,2024-01-04 08:00:00,8,3,1
QUEENS,11375.0,40.73095,-73.85114,"(40.73095, -73.85114)",1,0,Driver Inattention/Distraction,4693653,Station Wagon/Sport Utility Vehicle,2024-01-04 22:28:00,22,3,1
QUEENS,11413.0,40.677925,-73.75486,"(40.677925, -73.75486)",0,0,Failure to Yield Right-of-Way,4693850,Sedan,2024-01-04 15:10:00,15,3,1
QUEENS,11421.0,40.69595,-73.86237,"(40.69595, -73.86237)",1,0,Glare,4695928,Sedan,2024-01-04 14:45:00,14,3,1
QUEENS,11435.0,40.70849,-73.81829,"(40.70849, -73.81829)",1,0,Unspecified,4692931,Motorcycle,2024-01-05 14:15:00,14,4,1
QUEENS,11378.0,40.72677,-73.89542,"(40.72677, -73.89542)",0,0,Following Too Closely,4693353,Sedan,2024-01-05 07:55:00,7,4,1
QUEENS,11104.0,40.74916,-73.92035,"(40.74916, -73.92035)",1,0,Failure to Yield Right-of-Way,4693381,Sedan,2024-01-05 15:50:00,15,4,1
QUEENS,11368.0,40.736893,-73.85932,"(40.736893, -73.85932)",0,0,Unspecified,4692927,Station Wagon/Sport Utility Vehicle,2024-01-05 20:42:00,20,4,1
QUEENS,11355.0,40.74125,-73.81912,"(40.74125, -73.81912)",0,0,Unspecified,4693129,Sedan,2024-01-05 14:00:00,14,4,1
QUEENS,11429.0,40.706436,-73.747246,"(40.706436, -73.747246)",1,0,Unspecified,4693011,Sedan,2024-01-05 15:47:00,15,4,1
QUEENS,11373.0,40.74124,-73.869514,"(40.74124, -73.869514)",1,0,Driver Inattention/Distraction,4693112,Motorcycle,2024-01-05 15:35:00,15,4,1
QUEENS,11363.0,40.77067,-73.7355,"(40.77067, -73.7355)",1,0,Driver Inattention/Distraction,4692915,Sedan,2024-01-05 21:45:00,21,4,1
QUEENS,11370.0,40.765377,-73.88906,"(40.765377, -73.88906)",1,0,Following Too Closely,4692930,Station Wagon/Sport Utility Vehicle,2024-01-05 02:25:00,2,4,1
QUEENS,11417.0,40.68078,-73.84211,"(40.68078, -73.84211)",1,0,Backing Unsafely,4693303,Sedan,2024-01-05 17:06:00,17,4,1
QUEENS,11429.0,40.710747,-73.75066,"(40.710747, -73.75066)",1,0,Unspecified,4693291,Station Wagon/Sport Utility Vehicle,2024-01-05 12:44:00,12,4,1
QUEENS,11358.0,40.76136,-73.78613,"(40.76136, -73.78613)",0,0,Driver Inattention/Distraction,4692852,Sedan,2024-01-05 09:01:00,9,4,1
QUEENS,11418.0,40.698357,-73.82006,"(40.698357, -73.82006)",0,0,Passing or Lane Usage Improper,4693376,Station Wagon/Sport Utility Vehicle,2024-01-05 14:45:00,14,4,1
QUEENS,11373.0,40.7338,-73.871414,"(40.7338, -73.871414)",1,0,Following Too Closely,4692926,E-Bike,2024-01-05 12:45:00,12,4,1
QUEENS,11385.0,40.71032,-73.89937,"(40.71032, -73.89937)",0,0,Failure to Yield Right-of-Way,4693250,Sedan,2024-01-05 18:55:00,18,4,1
QUEENS,11372.0,40.75585,-73.88259,"(40.75585, -73.88259)",1,0,Failure to Yield Right-of-Way,4693032,Sedan,2024-01-05 23:00:00,23,4,1
QUEENS,11435.0,40.703026,-73.80845,"(40.703026, -73.80845)",1,0,Failure to Yield Right-of-Way,4693322,Moped,2024-01-05 08:38:00,8,4,1
QUEENS,11417.0,40.671127,-73.84709,"(40.671127, -73.84709)",0,0,Turning Improperly,4693316,Sedan,2024-01-05 18:50:00,18,4,1
QUEENS,11432.0,40.714645,-73.78083,"(40.714645, -73.78083)",0,0,Unspecified,4692916,Station Wagon/Sport Utility Vehicle,2024-01-05 19:15:00,19,4,1
QUEENS,11420.0,40.66935,-73.81423,"(40.66935, -73.81423)",0,0,Following Too Closely,4693308,Station Wagon/Sport Utility Vehicle,2024-01-05 07:10:00,7,4,1
QUEENS,11101.0,40.750343,-73.94199,"(40.750343, -73.94199)",0,0,Following Too Closely,4692834,Station Wagon/Sport Utility Vehicle,2024-01-05 08:00:00,8,4,1
QUEENS,11368.0,40.75774,-73.84446,"(40.75774, -73.84446)",0,0,Passing Too Closely,4693273,Sedan,2024-01-05 17:30:00,17,4,1
QUEENS,11373.0,40.745697,-73.88642,"(40.745697, -73.88642)",1,0,Backing Unsafely,4692925,Station Wagon/Sport Utility Vehicle,2024-01-05 11:10:00,11,4,1
QUEENS,11385.0,40.69815,-73.9029,"(40.69815, -73.9029)",0,0,Reaction to Uninvolved Vehicle,4692814,Convertible,2024-01-05 10:08:00,10,4,1
QUEENS,11433.0,40.70509,-73.7907,"(40.70509, -73.7907)",0,0,Passing Too Closely,4693321,Sedan,2024-01-05 00:00:00,0,4,1
QUEENS,11362.0,40.764748,-73.72533,"(40.764748, -73.72533)",6,0,Driver Inattention/Distraction,4692914,Sedan,2024-01-05 12:55:00,12,4,1
QUEENS,11385.0,40.71112,-73.89837,"(40.71112, -73.89837)",0,0,Turning Improperly,4693251,Sedan,2024-01-05 19:30:00,19,4,1
QUEENS,11375.0,40.721676,-73.835976,"(40.721676, -73.835976)",0,0,Driver Inattention/Distraction,4692873,Sedan,2024-01-05 09:30:00,9,4,1
QUEENS,11421.0,40.691246,-73.85088,"(40.691246, -73.85088)",0,0,Following Too Closely,4692826,Bus,2024-01-05 08:57:00,8,4,1
QUEENS,11103.0,40.760185,-73.9147,"(40.760185, -73.9147)",1,0,Failure to Yield Right-of-Way,4693306,Station Wagon/Sport Utility Vehicle,2024-01-05 19:47:00,19,4,1
QUEENS,11385.0,40.69717,-73.90123,"(40.69717, -73.90123)",0,0,Following Too Closely,4693249,Sedan,2024-01-05 19:00:00,19,4,1
QUEENS,11364.0,40.74796,-73.745026,"(40.74796, -73.745026)",0,0,Driver Inattention/Distraction,4692853,Station Wagon/Sport Utility Vehicle,2024-01-05 08:25:00,8,4,1
QUEENS,11377.0,40.75984,-73.906334,"(40.75984, -73.906334)",1,0,Traffic Control Disregarded,4692983,Bike,2024-01-05 15:15:00,15,4,1
QUEENS,11432.0,40.71653,-73.80487,"(40.71653, -73.80487)",0,0,Unspecified,4692917,Station Wagon/Sport Utility Vehicle,2024-01-05 21:00:00,21,4,1
QUEENS,11366.0,40.725113,-73.8107,"(40.725113, -73.8107)",0,0,Driver Inattention/Distraction,4692897,Station Wagon/Sport Utility Vehicle,2024-01-05 15:13:00,15,4,1
QUEENS,11375.0,40.720165,-73.844795,"(40.720165, -73.844795)",0,0,Aggressive Driving/Road Rage,4692865,Moped,2024-01-05 14:06:00,14,4,1
QUEENS,11417.0,40.67249,-73.85186,"(40.67249, -73.85186)",0,0,Following Too Closely,4693320,Sedan,2024-01-05 00:05:00,0,4,1
QUEENS,11412.0,40.69612,-73.746185,"(40.69612, -73.746185)",0,0,Driver Inattention/Distraction,4692874,Station Wagon/Sport Utility Vehicle,2024-01-05 15:35:00,15,4,1
QUEENS,11101.0,40.750557,-73.94896,"(40.750557, -73.94896)",0,0,Failure to Yield Right-of-Way,4693375,Sedan,2024-01-05 13:00:00,13,4,1
QUEENS,11423.0,40.710274,-73.77774,"(40.710274, -73.77774)",0,0,Unspecified,4693328,Station Wagon/Sport Utility Vehicle,2024-01-05 13:19:00,13,4,1
QUEENS,11692.0,40.592644,-73.787346,"(40.592644, -73.787346)",1,0,Illnes,4692877,Station Wagon/Sport Utility Vehicle,2024-01-05 12:50:00,12,4,1
QUEENS,11420.0,40.67471,-73.805405,"(40.67471, -73.805405)",0,0,Unspecified,4693319,Pick-up Truck,2024-01-05 15:45:00,15,4,1
QUEENS,11369.0,40.76605,-73.87587,"(40.76605, -73.87587)",1,0,Failure to Yield Right-of-Way,4692887,Taxi,2024-01-05 16:55:00,16,4,1
QUEENS,11364.0,40.746243,-73.75979,"(40.746243, -73.75979)",0,0,Driver Inattention/Distraction,4693646,Pick-up Truck,2024-01-05 07:55:00,7,4,1
QUEENS,11102.0,40.76897,-73.92369,"(40.76897, -73.92369)",0,0,Passing Too Closely,4693702,Sedan,2024-01-05 17:23:00,17,4,1
QUEENS,11364.0,40.7392,-73.7529,"(40.7392, -73.7529)",0,0,Driver Inexperience,4693797,Sedan,2024-01-05 19:10:00,19,4,1
QUEENS,11375.0,40.71938,-73.85062,"(40.71938, -73.85062)",1,0,Driver Inattention/Distraction,4694070,Sedan,2024-01-05 20:51:00,20,4,1
QUEENS,11373.0,40.739883,-73.868996,"(40.739883, -73.868996)",1,0,Failure to Yield Right-of-Way,4692929,Station Wagon/Sport Utility Vehicle,2024-01-05 15:00:00,15,4,1
QUEENS,11354.0,40.762413,-73.83166,"(40.762413, -73.83166)",0,0,Alcohol Involvement,4697336,Station Wagon/Sport Utility Vehicle,2024-01-05 06:30:00,6,4,1
QUEENS,11693.0,40.616737,-73.824844,"(40.616737, -73.824844)",0,0,Unsafe Speed,4785088,Sedan,2024-01-05 04:17:00,4,4,1
QUEENS,11434.0,40.670494,-73.78359,"(40.670494, -73.78359)",2,0,Other Vehicular,4692991,Sedan,2024-01-06 00:00:00,0,5,1
QUEENS,11101.0,40.74549,-73.95318,"(40.74549, -73.95318)",0,0,Pavement Slippery,4693383,Sedan,2024-01-06 19:05:00,19,5,1
QUEENS,11369.0,40.76546,-73.8638,"(40.76546, -73.8638)",3,0,Driver Inattention/Distraction,4693002,Sedan,2024-01-06 16:16:00,16,5,1
QUEENS,11421.0,40.69196,-73.86332,"(40.69196, -73.86332)",1,0,Failure to Yield Right-of-Way,4693513,Sedan,2024-01-06 20:40:00,20,5,1
QUEENS,11423.0,40.716248,-73.76385,"(40.716248, -73.76385)",0,0,Driver Inattention/Distraction,4693330,Station Wagon/Sport Utility Vehicle,2024-01-06 20:15:00,20,5,1
QUEENS,11369.0,40.7703,-73.87605,"(40.7703, -73.87605)",0,0,Driver Inattention/Distraction,4693544,Sedan,2024-01-06 19:00:00,19,5,1
QUEENS,11385.0,40.705765,-73.896576,"(40.705765, -73.896576)",0,0,Alcohol Involvement,4693256,Taxi,2024-01-06 23:18:00,23,5,1
QUEENS,11102.0,40.769634,-73.918594,"(40.769634, -73.918594)",1,0,Alcohol Involvement,4693305,Station Wagon/Sport Utility Vehicle,2024-01-06 05:17:00,5,5,1
QUEENS,11103.0,40.765213,-73.91391,"(40.765213, -73.91391)",1,0,Driver Inexperience,4692974,Motorcycle,2024-01-06 12:22:00,12,5,1
QUEENS,11377.0,40.73701,-73.89993,"(40.73701, -73.89993)",1,0,Driver Inattention/Distraction,4693658,Sedan,2024-01-06 20:38:00,20,5,1
QUEENS,11354.0,40.762745,-73.83329,"(40.762745, -73.83329)",0,0,Other Vehicular,4693564,Ambulance,2024-01-06 11:55:00,11,5,1
QUEENS,11419.0,40.692127,-73.83484,"(40.692127, -73.83484)",1,0,Failure to Yield Right-of-Way,4693628,Snow Plow,2024-01-06 20:25:00,20,5,1
QUEENS,11419.0,40.689953,-73.826004,"(40.689953, -73.826004)",0,0,Traffic Control Disregarded,4693474,Sedan,2024-01-06 14:15:00,14,5,1
QUEENS,11368.0,40.74916,-73.86296,"(40.74916, -73.86296)",0,0,Unspecified,4693111,Sedan,2024-01-06 22:09:00,22,5,1
QUEENS,11435.0,40.69922,-73.806435,"(40.69922, -73.806435)",0,0,Passing Too Closely,4693325,Sedan,2024-01-06 08:29:00,8,5,1
QUEENS,11004.0,40.73902,-73.70061,"(40.73902, -73.70061)",1,0,Unspecified,4693012,Sedan,2024-01-06 06:30:00,6,5,1
QUEENS,11415.0,40.70639,-73.82638,"(40.70639, -73.82638)",1,0,Unsafe Speed,4693410,Station Wagon/Sport Utility Vehicle,2024-01-06 14:51:00,14,5,1
QUEENS,11420.0,40.67725,-73.826096,"(40.67725, -73.826096)",0,0,Passing or Lane Usage Improper,4693304,Station Wagon/Sport Utility Vehicle,2024-01-06 13:50:00,13,5,1
QUEENS,11370.0,40.763283,-73.88393,"(40.763283, -73.88393)",0,0,Driver Inattention/Distraction,4693034,Sedan,2024-01-06 11:00:00,11,5,1
QUEENS,11434.0,40.68096,-73.773575,"(40.68096, -73.773575)",1,0,Failure to Yield Right-of-Way,4693366,Sedan,2024-01-06 16:30:00,16,5,1
QUEENS,11373.0,40.743954,-73.87423,"(40.743954, -73.87423)",1,0,Unspecified,4693113,Pick-up Truck,2024-01-06 18:08:00,18,5,1
QUEENS,11419.0,40.68884,-73.8219,"(40.68884, -73.8219)",0,0,Failure to Yield Right-of-Way,4693507,Station Wagon/Sport Utility Vehicle,2024-01-06 16:49:00,16,5,1
QUEENS,11422.0,40.636673,-73.74053,"(40.636673, -73.74053)",1,0,Traffic Control Disregarded,4693213,Sedan,2024-01-06 20:20:00,20,5,1
QUEENS,11373.0,40.745365,-73.88834,"(40.745365, -73.88834)",1,0,Driver Inattention/Distraction,4693272,E-Bike,2024-01-06 12:00:00,12,5,1
QUEENS,11378.0,40.72262,-73.901535,"(40.72262, -73.901535)",1,0,Driver Inattention/Distraction,4693254,Sedan,2024-01-06 21:40:00,21,5,1
QUEENS,11368.0,40.758305,-73.85561,"(40.758305, -73.85561)",1,0,Unsafe Speed,4693547,Sedan,2024-01-06 00:12:00,0,5,1
QUEENS,11435.0,40.692314,-73.80272,"(40.692314, -73.80272)",0,0,Passing Too Closely,4693324,Station Wagon/Sport Utility Vehicle,2024-01-06 08:07:00,8,5,1
QUEENS,11356.0,40.783215,-73.84288,"(40.783215, -73.84288)",0,0,Backing Unsafely,4693558,Station Wagon/Sport Utility Vehicle,2024-01-06 16:07:00,16,5,1
QUEENS,11368.0,40.75687,-73.85706,"(40.75687, -73.85706)",0,0,Driver Inattention/Distraction,4693025,Sedan,2024-01-06 03:35:00,3,5,1
QUEENS,11423.0,40.70911,-73.776054,"(40.70911, -73.776054)",1,0,Driver Inattention/Distraction,4693339,Sedan,2024-01-06 17:10:00,17,5,1
QUEENS,11354.0,40.760464,-73.826546,"(40.760464, -73.826546)",0,0,Failure to Yield Right-of-Way,4692998,Station Wagon/Sport Utility Vehicle,2024-01-06 16:00:00,16,5,1
QUEENS,11435.0,40.705124,-73.81191,"(40.705124, -73.81191)",1,0,Failure to Yield Right-of-Way,4693048,Sedan,2024-01-06 17:45:00,17,5,1
QUEENS,11420.0,40.669716,-73.82696,"(40.669716, -73.82696)",1,0,Failure to Yield Right-of-Way,4693318,Station Wagon/Sport Utility Vehicle,2024-01-06 09:10:00,9,5,1
QUEENS,11418.0,40.697327,-73.82961,"(40.697327, -73.82961)",1,0,Failure to Yield Right-of-Way,4693404,Sedan,2024-01-06 18:13:00,18,5,1
QUEENS,11412.0,40.702927,-73.74926,"(40.702927, -73.74926)",5,0,Unsafe Speed,4693210,Station Wagon/Sport Utility Vehicle,2024-01-06 18:30:00,18,5,1
QUEENS,11379.0,40.72013,-73.88636,"(40.72013, -73.88636)",0,0,Alcohol Involvement,4693253,Sedan,2024-01-06 20:19:00,20,5,1
QUEENS,11354.0,40.761547,-73.83113,"(40.761547, -73.83113)",0,0,Unspecified,4693588,Sedan,2024-01-06 20:00:00,20,5,1
QUEENS,11432.0,40.705853,-73.801384,"(40.705853, -73.801384)",0,0,Unsafe Speed,4693335,Station Wagon/Sport Utility Vehicle,2024-01-06 05:00:00,5,5,1
QUEENS,11354.0,40.75705,-73.83395,"(40.75705, -73.83395)",0,0,Unspecified,4694082,Sedan,2024-01-06 16:49:00,16,5,1
QUEENS,11691.0,40.598404,-73.76244,"(40.598404, -73.76244)",0,0,Unspecified,4694043,Sedan,2024-01-06 21:15:00,21,5,1
QUEENS,11432.0,40.707737,-73.78744,"(40.707737, -73.78744)",1,0,Unspecified,4694328,Sedan,2024-01-06 15:15:00,15,5,1
QUEENS,11434.0,40.669422,-73.76573,"(40.669422, -73.76573)",0,0,Unspecified,4694183,Station Wagon/Sport Utility Vehicle,2024-01-06 11:26:00,11,5,1
QUEENS,11692.0,40.59237,-73.7941,"(40.59237, -73.7941)",0,0,Turning Improperly,4694790,Sedan,2024-01-06 13:35:00,13,5,1
QUEENS,11434.0,40.68024,-73.783844,"(40.68024, -73.783844)",0,0,Unspecified,4695126,Station Wagon/Sport Utility Vehicle,2024-01-06 08:55:00,8,5,1
QUEENS,11412.0,40.701687,-73.7654,"(40.701687, -73.7654)",0,0,Unspecified,4694623,Sedan,2024-01-06 12:30:00,12,5,1
QUEENS,11373.0,40.74558,-73.88334,"(40.74558, -73.88334)",0,0,Other Vehicular,4695677,Sedan,2024-01-06 04:45:00,4,5,1
QUEENS,11004.0,40.736156,-73.71371,"(40.736156, -73.71371)",0,0,Alcohol Involvement,4697609,Sedan,2024-01-06 02:50:00,2,5,1
QUEENS,11105.0,40.77583,-73.91026,"(40.77583, -73.91026)",0,0,Driver Inattention/Distraction,4701851,Station Wagon/Sport Utility Vehicle,2024-01-07 19:35:00,19,6,1
QUEENS,11429.0,40.712116,-73.73118,"(40.712116, -73.73118)",1,0,Unspecified,4693845,Station Wagon/Sport Utility Vehicle,2024-01-07 22:32:00,22,6,1
QUEENS,11361.0,40.75958,-73.76894,"(40.75958, -73.76894)",1,0,Backing Unsafely,4693521,Station Wagon/Sport Utility Vehicle,2024-01-07 20:00:00,20,6,1
QUEENS,11429.0,40.707092,-73.73911,"(40.707092, -73.73911)",0,0,Backing Unsafely,4693460,Sedan,2024-01-07 17:00:00,17,6,1
QUEENS,11356.0,40.781677,-73.83871,"(40.781677, -73.83871)",0,0,Following Too Closely,4693589,Station Wagon/Sport Utility Vehicle,2024-01-07 17:25:00,17,6,1
QUEENS,11413.0,40.666393,-73.75177,"(40.666393, -73.75177)",1,0,Unsafe Speed,4693214,Fire Truck,2024-01-07 13:39:00,13,6,1
QUEENS,11432.0,40.689735,-73.89033,"(40.689735, -73.89033)",0,0,Driver Inattention/Distraction,4693259,Sedan,2024-01-07 05:57:00,5,6,1
QUEENS,11375.0,40.72845,-73.84926,"(40.72845, -73.84926)",0,0,Driver Inattention/Distraction,4693223,Sedan,2024-01-07 00:00:00,0,6,1
QUEENS,11434.0,40.682384,-73.78873,"(40.682384, -73.78873)",1,0,Unspecified,4693887,Station Wagon/Sport Utility Vehicle,2024-01-07 14:51:00,14,6,1
QUEENS,11385.0,40.704777,-73.911,"(40.704777, -73.911)",0,0,Alcohol Involvement,4693309,Sedan,2024-01-07 16:47:00,16,6,1
QUEENS,11434.0,40.684303,-73.792274,"(40.684303, -73.792274)",0,0,Unspecified,4693367,Station Wagon/Sport Utility Vehicle,2024-01-07 05:30:00,5,6,1
QUEENS,11385.0,40.70626,-73.911095,"(40.70626, -73.911095)",0,0,Unspecified,4693257,Station Wagon/Sport Utility Vehicle,2024-01-07 04:00:00,4,6,1
QUEENS,11433.0,40.704388,-73.77917,"(40.704388, -73.77917)",0,0,Following Too Closely,4693345,Box Truck,2024-01-07 08:50:00,8,6,1
QUEENS,11435.0,40.688583,-73.804474,"(40.688583, -73.804474)",0,0,Traffic Control Disregarded,4693326,Station Wagon/Sport Utility Vehicle,2024-01-07 01:15:00,1,6,1
QUEENS,11372.0,40.74961,-73.88049,"(40.74961, -73.88049)",0,0,Failure to Yield Right-of-Way,4693434,Sedan,2024-01-07 21:40:00,21,6,1
QUEENS,11427.0,40.73151,-73.73925,"(40.73151, -73.73925)",0,0,Unspecified,4693290,Sedan,2024-01-07 20:30:00,20,6,1
QUEENS,11358.0,40.758892,-73.806076,"(40.758892, -73.806076)",0,0,Passing or Lane Usage Improper,4693679,Station Wagon/Sport Utility Vehicle,2024-01-07 22:00:00,22,6,1
QUEENS,11367.0,40.730015,-73.82348,"(40.730015, -73.82348)",0,0,Unspecified,4693429,Sedan,2024-01-07 18:41:00,18,6,1
QUEENS,11423.0,40.718136,-73.75726,"(40.718136, -73.75726)",0,0,Following Too Closely,4693593,Sedan,2024-01-07 22:00:00,22,6,1
QUEENS,11434.0,40.66958,-73.76968,"(40.66958, -73.76968)",0,0,Unspecified,4693365,Station Wagon/Sport Utility Vehicle,2024-01-07 20:45:00,20,6,1
QUEENS,11423.0,40.713985,-73.75641,"(40.713985, -73.75641)",0,0,Driver Inexperience,4693327,Sedan,2024-01-07 04:40:00,4,6,1
QUEENS,11419.0,40.688564,-73.8182,"(40.688564, -73.8182)",1,0,Glare,4693301,Sedan,2024-01-07 21:20:00,21,6,1
QUEENS,11374.0,40.72725,-73.86377,"(40.72725, -73.86377)",0,0,Unspecified,4693517,Pick-up Truck,2024-01-07 03:00:00,3,6,1
QUEENS,11434.0,40.666695,-73.767136,"(40.666695, -73.767136)",1,0,Failure to Yield Right-of-Way,4693292,Sedan,2024-01-07 21:09:00,21,6,1
QUEENS,11367.0,40.720642,-73.82341,"(40.720642, -73.82341)",0,0,Alcohol Involvement,4693618,Sedan,2024-01-07 23:15:00,23,6,1
QUEENS,11370.0,40.75845,-73.89348,"(40.75845, -73.89348)",1,0,Driver Inattention/Distraction,4693436,Taxi,2024-01-07 04:08:00,4,6,1
QUEENS,11433.0,40.69348,-73.79952,"(40.69348, -73.79952)",0,0,Driver Inattention/Distraction,4693331,Sedan,2024-01-07 00:00:00,0,6,1
QUEENS,11358.0,40.761497,-73.79817,"(40.761497, -73.79817)",0,0,Driver Inexperience,4693565,Sedan,2024-01-07 18:19:00,18,6,1
QUEENS,11101.0,40.745235,-73.937706,"(40.745235, -73.937706)",2,0,Driver Inattention/Distraction,4693385,Sedan,2024-01-07 06:00:00,6,6,1
QUEENS,11434.0,40.678547,-73.791435,"(40.678547, -73.791435)",1,0,Following Too Closely,4693364,Sedan,2024-01-07 14:10:00,14,6,1
QUEENS,11102.0,40.766716,-73.928566,"(40.766716, -73.928566)",0,0,Unspecified,4694108,Taxi,2024-01-07 00:22:00,0,6,1
QUEENS,11354.0,40.76394,-73.828156,"(40.76394, -73.828156)",1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4693948,Station Wagon/Sport Utility Vehicle,2024-01-07 00:35:00,0,6,1
QUEENS,11374.0,40.731285,-73.85775,"(40.731285, -73.85775)",0,0,Driver Inattention/Distraction,4694130,Sedan,2024-01-07 13:10:00,13,6,1
QUEENS,11412.0,40.710102,-73.753365,"(40.710102, -73.753365)",2,0,Unsafe Speed,4694337,Station Wagon/Sport Utility Vehicle,2024-01-07 12:45:00,12,6,1
QUEENS,11412.0,40.6981,-73.76203,"(40.6981, -73.76203)",0,0,Unspecified,4694242,Sedan,2024-01-07 19:45:00,19,6,1
QUEENS,11432.0,40.70742,-73.79716,"(40.70742, -73.79716)",0,0,Unspecified,4695077,Station Wagon/Sport Utility Vehicle,2024-01-07 13:45:00,13,6,1
QUEENS,11428.0,40.714516,-73.75455,"(40.714516, -73.75455)",1,0,Passing Too Closely,4694429,Station Wagon/Sport Utility Vehicle,2024-01-07 20:58:00,20,6,1
QUEENS,11411.0,40.69915,-73.73398,"(40.69915, -73.73398)",0,0,Unspecified,4694441,Sedan,2024-01-07 14:00:00,14,6,1
QUEENS,11411.0,40.695724,-73.73577,"(40.695724, -73.73577)",1,0,Driver Inattention/Distraction,4694698,Sedan,2024-01-07 20:01:00,20,6,1
QUEENS,11412.0,40.69223,-73.76027,"(40.69223, -73.76027)",0,0,Turning Improperly,4694624,Station Wagon/Sport Utility Vehicle,2024-01-07 03:00:00,3,6,1
QUEENS,11367.0,40.71991,-73.809044,"(40.71991, -73.809044)",1,0,Driver Inattention/Distraction,4694555,Sedan,2024-01-07 14:30:00,14,6,1
QUEENS,11368.0,40.756214,-73.857704,"(40.756214, -73.857704)",0,0,Driver Inattention/Distraction,4694550,Sedan,2024-01-07 22:00:00,22,6,1
QUEENS,11434.0,40.666397,-73.785,"(40.666397, -73.785)",0,0,Following Too Closely,4695647,Station Wagon/Sport Utility Vehicle,2024-01-07 19:42:00,19,6,1
QUEENS,11422.0,40.67221,-73.734634,"(40.67221, -73.734634)",4,0,Pavement Slippery,4696695,Sedan,2024-01-07 16:48:00,16,6,1
QUEENS,11106.0,40.767193,-73.93759,"(40.767193, -73.93759)",0,0,Backing Unsafely,4694113,Station Wagon/Sport Utility Vehicle,2024-01-08 17:27:00,17,0,1
QUEENS,11377.0,40.745117,-73.904495,"(40.745117, -73.904495)",0,0,Following Too Closely,4693657,Station Wagon/Sport Utility Vehicle,2024-01-08 10:08:00,10,0,1
